ISBN,Title,Author,Year,Publisher,stemmed_title,lemmatized_title,Title_stem,Author_stem,Publisher_stem,Year_stem
0898864240,Mexico: A Hiker's Guide to Mexico's Natural History,Jim Conrad,1995,Mountaineers Books,mexico : a hiker 's guid to mexico 's natur histori,mexico : a hiker 's guid to mexico 's natur histori,: 's to 's,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0373271093,"Brands Who Came For Christmas (The Oklahoma All-Girl Brands) (Intimate Moments, 1039)",Maggie Shayne,2000,Silhouette,"brand who came for christma ( the oklahoma all-girl brand ) ( intim moment , 1039 )","brand who came for christma ( the oklahoma all-girl brand ) ( intim moment , 1039 )","( ) ( , 1039 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
080760951X,The Bride Price,Buchi Emecheta,1976,George Braziller,the bride price,the bride price,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0440500443,Accelerated Learning,Colin Penfield Rose,1989,Bantam Dell Pub Group,acceler learn,acceler learn,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0806962526,The Zaniest Riddle Book In The World,Joseph Rosenbloom,1985,Sterling Publishing,the zaniest riddl book in the world,the zaniest riddl book in the world,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0141439491,Gulliver's Travels (Penguin Classics),Jonathan Swift,2003,Penguin Books,gulliv 's travel ( penguin classic ),gulliv 's travel ( penguin classic ),'s ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0966454308,The Art of Tofu,Akasha Richmond,1997,Book Pub Co,the art of tofu,the art of tofu,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0945353200,The French Lieutenant's Woman (Audio Editions),John Fowles,1988,Audio Partners,the french lieuten 's woman ( audio edit ),the french lieuten 's woman ( audio edit ),'s ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0060192356,Other Worlds,Barbara Michaels,1999,HarperCollins Publishers,other world,other world,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0060096675,Behaving Like Adults : A Novel,Anna Maxted,2003,Regan Books,behav like adult : a novel,behav like adult : a novel,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0020554303,HOUSE OF MIRTH,Edith Wharton,1987,Scribner Paper Fiction,hous of mirth,hous of mirth,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1879991128,Easy-To-Tell Stories for Young Children,Annette Harrison,1992,National Storytelling Network,easy-to-tel stori for young children,easy-to-tel stori for young child,for,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0679450440,Protect and Defend,Richard North Patterson,2000,Random House Inc,protect and defend,protect and defend,and,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0671894722,The CHOLESTEROL COUNTER 4TH EDITION,"Annette B., Phd Natow",1996,Pocket,the cholesterol counter 4th edit,the cholesterol counter 4th edit,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0523418876,Family,Herbert Gold,1983,Pinnacle Books,famili,famili,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0486212653,Brownies Their Book,Palmer Cox,1980,Dover Pubns,browni their book,browni their book,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0935032509,Talk About Good II,Lafayette Jr League,1997,Wimmer Cookbooks,talk about good ii,talk about good ii,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0373898525,Northern Magic  (Alaska) (Janet Dailey Americana Alaska),Janet Dailey,1991,Harlequin,northern magic ( alaska ) ( janet dailey americana alaska ),northern magic ( alaska ) ( janet dailey americana alaska ),( ) ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0307125165,My Book of Opposites (A little nugget book),Golden Books Staff,1995,Golden Books,my book of opposit ( a littl nugget book ),my book of opposit ( a littl nugget book ),of ( nugget book ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0743453247,"Wise Girl : What I've Learned About Life, Love, and Loss",Jamie-Lynn Sigler,2002,Pocket,"wise girl : what i 've learn about life , love , and loss","wise girl : what i 've learn about life , love , and loss",": 've , , and",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0892966777,Death of a Village,M. C. Beaton,2003,Warner Books,death of a villag,death of a villag,of a,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0446385050,Batman,Frank Miller,1986,Warner Books> C/o Little Br,batman,batman,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0380731592,Balance of Power : A Novel,James Huston,1999,Avon,balanc of power : a novel,balanc of power : a novel,of :,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0060955228,Under the Volcano : A Novel (Perennial Classics),Malcolm Lowry,2000,Perennial,under the volcano : a novel ( perenni classic ),under the volcano : a novel ( perenni classic ),the : ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0394548442,Hiroshima,John Hersey,1985,Alfred A. Knopf,hiroshima,hiroshima,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0722176082,Jenny Alone,Judith Saxton,1987,Time Warner Paperbacks,jenni alon,jenni alon,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3453086635,Nachtstimmen.,Dean Koontz,1995,Heyne,nachtstimmen .,nachtstimmen .,.,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0486227588,Ghost Stories of an Antiquary,Montague Rhodes James,1971,Dover Publications,ghost stori of an antiquari,ghost stori of an antiquari,of an,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8401427185,Mar Al Fondo,Sampedro,0,Plaza & Janes Editor,mar al fondo,mar al fondo,,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0553246895,The Heart of a Woman,Maya Angelou,1984,Bantam Books,the heart of a woman,the heart of a woman,of a,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0373691335,The Mighty Quinns:Liam  (The Mighty Quinns),Kate Hoffmann,2003,Harlequin,the mighti quinn : liam ( the mighti quinn ),the mighti quinn : liam ( the mighti quinn ),: ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0345319087,Dr. Miriam Stoppard's Pregnancy and Birth Book,Miriam Stoppard,1990,Ballantine Books,dr. miriam stoppard 's pregnanc and birth book,dr. miriam stoppard 's pregnanc and birth book,'s and,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0152463216,Little Nino's Pizzeria,Karen Barbour,1990,Voyager Books,littl nino 's pizzeria,littl nino 's pizzeria,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0754060535,Swimathon!,Gillian Cross,1999,Chivers North Amer,swimathon !,swimathon !,!,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0394858271,The Care Bears' Garden,Della Maison,1983,Random House Childrens Pub,the care bear ' garden,the care bear ' garden,',,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0316358495,Tintin and the Picaros (The Adventures of Tintin),Herge,1978,"Little, Brown",tintin and the picaro ( the adventur of tintin ),tintin and the picaro ( the adventur of tintin ),and the ( of ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0345373790,Showing Up for Life: A Recovering Overeater's Triumph over Compulsion,Heidi Waldrop,1991,Ballantine Books,show up for life : a recov overeat 's triumph over compuls,show up for life : a recov overeat 's triumph over compuls,for : 's over,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0773755160,Basic Black: The Wit and Whimsy of Arthur Black,Arthur Black,1998,Stoddart,basic black : the wit and whimsi of arthur black,basic black : the wit and whimsi of arthur black,: and of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1575090392,Financial Aid Financer: Expert Answers to College Financing Questions (10th ed),Joseph M. Re,1998,Octameron Associates,financi aid financ : expert answer to colleg financ question ( 10th ed ),financi aid financ : expert answer to colleg financ question ( 10th ed ),: to ( 10th ed ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1400030641,The Language Police : How Pressure Groups Restrict What Students Learn (Vintage),DIANE RAVITCH,2004,Vintage,the languag polic : how pressur group restrict what student learn ( vintag ),the languag polic : how pressur group restrict what student learn ( vintag ),: ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
091483908X,Las Vegas Behind the Tables,Barney Vinson,1986,Gollehon Pr,la vega behind the tabl,la vega behind the tabl,the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1568360266,The Heart of the Sky: Travels Amoung the Maya (Kodansha Globe),Peter Canby,1994,Kodansha Amer Inc,the heart of the ski : travel amoung the maya ( kodansha globe ),the heart of the ski : travel amoung the maya ( kodansha globe ),of the : the ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0749433302,Succeed for Yourself: Unlock Your Potential for Success and Happiness,Richard Denny,2003,Kogan Page Ltd,succe for yourself : unlock your potenti for success and happi,succe for yourself : unlock your potenti for success and happi,for : for and,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
2290323217,Pas de temps a perdre,R.de Sa Moreira,2003,J'ai lu,pa de temp a perdr,pa de temp a perdr,de a,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
037326061X,Exploit Of Death,Dell Shannon,1990,Worldwide Library,exploit of death,exploit of death,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0877142785,"Jacob's Travels (Pass in Review, 3)",Jules M. Seletz,2002,Denlingers Pub Ltd,"jacob 's travel ( pass in review , 3 )","jacob 's travel ( pas in review , 3 )","'s ( in , 3 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
067977288X,Ambivalent Zen : One Man's Adventures on the Dharma Path,Lawrence Shainberg,1997,Vintage Books USA,ambival zen : one man 's adventur on the dharma path,ambival zen : one man 's adventur on the dharma path,: 's on the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0757300189,Chicken Soup for the Christian Woman's Soul: Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,2002,Health Communications,chicken soup for the christian woman 's soul : stori to open the heart and rekindl the spirit,chicken soup for the christian woman 's soul : stori to open the heart and rekindl the spirit,for the 's : to the and the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0373201036,Conveniently Yours (By Request) (By Request),Rita Clay Estrada,1994,Harlequin,conveni your ( by request ) ( by request ),conveni your ( by request ) ( by request ),( ) ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0972658556,Cube 6,Thomas W. Griffin,2003,Watson Press,cube 6,cube 6,6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1551664623,Adventurer,Jayne Ann Krentz,1998,Mira,adventur,adventur,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0061001341,Pawn in Jeopardy,Adam Hall,1991,Harper Mass Market Paperbacks (Mm),pawn in jeopardi,pawn in jeopardi,in,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3596270340,Die NashÃ?Â¶rner. Schauspiel in drei Akten.,Eugene Ionesco,2000,"Fischer (Tb.), Frankfurt",die nashã ? â¶rner . schauspiel in drei akten .,die nashã ? â¶rner . schauspiel in drei akten .,? . in drei .,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0915678691,The Wisdom Of The Lotus Sutra: A Discussion (Wisdom of the Lotus Sutra),Daisaku Ikeda,2000,World Tribune Press,the wisdom of the lotu sutra : a discuss ( wisdom of the lotu sutra ),the wisdom of the lotu sutra : a discus ( wisdom of the lotu sutra ),: ( of the ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2020550768,Le Monde de Sophie,Jostein Gaarder,2002,Seuil,le mond de sophi,le mond de sophi,de,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0451197577,"Sioux Stampede (Trailsman, 212)",Jon Sharpe,1999,Signet Book,"sioux stamped ( trailsman , 212 )","sioux stamped ( trailsman , 212 )","( , 212 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
3821830778,Miss Piggys goldene Regeln.,Louise Gikow,1998,Eichborn,miss piggi golden regeln .,miss piggi golden regeln .,.,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1577488156,Why Believe: Answers to Key Questions About the Christian Faith (Bible Answer Library),Norman Warren,2000,Barbour Publishing,whi believ : answer to key question about the christian faith ( bibl answer librari ),whi believ : answer to key question about the christian faith ( bibl answer librari ),: to the ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0673350339,Invitation to Psychology,M. Ragland,1989,Pearson Prentice Hall,invit to psycholog,invit to psycholog,to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0399202714,The adventures of Mole & Troll,Tony Johnston,1972,Putnam,the adventur of mole & troll,the adventur of mole & troll,of &,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1890768537,Blink of an Eye,Tom Mitcheltree,2004,Intrigue Press,blink of an eye,blink of an eye,of an,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
0440206324,The Island,Gary Paulsen,1990,Laure Leaf,the island,the island,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
